#;Release;Date exact;Release source;Card;Set code;Number;Edition;Variant;Variant name;Set / expansion;Rarity;Artist;Known finishes;Finish evidence;Langs;EN;FR;DE;IT;ES;PT;NL;PL;RU;JA;KO;ZH-T;ZH-S;ID;TH;Cardmarket URL;Row ID;Coverage version;Coverage denominator;Row count delta;Dropped language relationships;Legacy scalar dates overwritten;Unsourced presented as reviewed exact;Migration disposition;Terminal state;Date provenance disposition;Release event IDs;Supported date languages;Needs-evidence date languages;Legacy row SHA-256;Reconciliation warning
1;1997-03-05;yes;https://bulbapedia.bulbagarden.net/wiki/Jungle_%28TCG%29;Snorlax;PJU;;—;base;;Pokémon Jungle;Holo Rare;;holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-Jungle/Snorlax;pju-nonumber-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:a6eae0a49ffd0643;Japanese;;sha256:ed08e74ff2d9dbffce593bb89db2ea4ab50de268d20df7b52271bea2763b0c6f;
2;1997-12;yes;;Hungry Snorlax;UNP;;—;base;;Unnumbered Promos;Promo;;;pending;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Unnumbered-Promos/Hungry-Snorlax;unp-nonumber-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:c465414bcb88f1d7985d6a15b827004f4e5c8eae265cadd19776ea646f97c5fc;Legacy scalar has no row-level source and is not a reviewed release event.
3;1998-03-23;yes;;Snorlax;EXS;;—;base;;Expansion Sheet;Uncommon;Keita Takahashi;non-holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Expansion-Sheet/Snorlax-EXS;exs-nonumber-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:ee6ae8f5273cecd3e1f14a50ed5779598071a7332c291f6df02e382db9ebc095;Legacy scalar has no row-level source and is not a reviewed release event.
4;1999-06-16;yes;;Snorlax;JU;11;1st Edition;V1;;Jungle;Holo Rare;Ken Sugimori;holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;X;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Jungle/Snorlax-V1-JU11;ju-11-v1-1e;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Dutch;sha256:39d422e43f316fc2c911aaa3be13b1df96ca098cc296861123698ae640e7eaea;Legacy scalar has no row-level source and is not a reviewed release event.
5;1999-06-16;yes;;Snorlax;JU;11;Unlimited;V1;;Jungle;Holo Rare;Ken Sugimori;holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;X;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Jungle/Snorlax-V1-JU11;ju-11-v1-unl;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Dutch;sha256:d9b5a16db178eeceb5c385886b2038bc27c8ca729d0f585847e163a0db1e9247;Legacy scalar has no row-level source and is not a reviewed release event.
6;1999-06-16;yes;;Snorlax;JU;27;1st Edition;V2;;Jungle;Rare;Ken Sugimori;non-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;X;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Jungle/Snorlax-V2-JU27;ju-27-v2-1e;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Dutch;sha256:554696c16caa0940ca3ab5ffc1e40a8b1d3590580d62eefb33feae7b4ffdb081;Legacy scalar has no row-level source and is not a reviewed release event.
7;1999-06-16;yes;;Snorlax;JU;27;Unlimited;V2;;Jungle;Rare;Ken Sugimori;non-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;X;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Jungle/Snorlax-V2-JU27;ju-27-v2-unl;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese, Dutch;sha256:578d1e2dd3ebe04cd4bbe234b9b4de852e8cb14c3400c9526b4b20846e46fceb;Legacy scalar has no row-level source and is not a reviewed release event.
8;1999-06-25;yes;https://bulbapedia.bulbagarden.net/wiki/Gym_Challenge_%28TCG%29;Rocket's Snorlax;G2;;—;base;;Challenge from the Darkness;Rare;;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Challenge-from-the-Darkness/Rockets-Snorlax-CFTD;g2-nonumber-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:00ce8e3801512b09;Japanese;;sha256:19522fdef06e8a810292533aa573d0143bdab1db3b5536f2855d2ab0138ed242;
9;2000-02-24;yes;;Snorlax;B2;30;Unlimited;base;;Base Set 2;Rare;Ken Sugimori;non-holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Base-Set-2/Snorlax-B230;b2-30-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:9bc5e2a23d39a96b6f7ebabe3311b5c0017b9ab3fb0543b1349100a3eb733b2c;Legacy scalar has no row-level source and is not a reviewed release event.
10;2000-08-14;yes;;Rocket's Snorlax;GH;33;1st Edition;base;;Gym Heroes;Rare;Shin-ichi Yoshida;non-holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Gym-Heroes/Rockets-Snorlax-GH33;gh-33-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:b74ffe63396db6f0dedcd961b872ab1b0be977c93e51b2cb8352e841c44f4527;Legacy scalar has no row-level source and is not a reviewed release event.
11;2000-08-14;yes;;Rocket's Snorlax;GH;33;Unlimited;base;;Gym Heroes;Rare;Shin-ichi Yoshida;non-holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Gym-Heroes/Rockets-Snorlax-GH33;gh-33-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:3f2d249a5f446ec57b0b22731f4204749478aaddd9411dd8bce6883facf6c33f;Legacy scalar has no row-level source and is not a reviewed release event.
12;2002-05-24;yes;;Snorlax;LC;64;Unlimited;base;;Legendary Collection;Uncommon;Ken Sugimori;non-holo, reverse-holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Legendary-Collection/Snorlax-LC64;lc-64-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:991777cc29aab8093ba184f0721c432ca25d42f7eef0103a767017d4ecff36db;Legacy scalar has no row-level source and is not a reviewed release event.
13;2002-08;yes;;Snorlax;WP;49;—;base;;Wizards Black Star Promos;Promo;Craig Turvey;non-holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Wizards-Black-Star-Promos/Snorlax-WP49;wp-49-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:46eaf825f877a6dc5e4f359b63d1fb76f7c16a8a2ed6bba5830036410a2b1137;Legacy scalar has no row-level source and is not a reviewed release event.
14;2002-10-04;yes;https://bulbapedia.bulbagarden.net/wiki/Skyridge_%28TCG%29;Snorlax;EC5;062;1st Edition;base;;Mysterious Mountains;Common;;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Mysterious-Mountains/Snorlax-EC5062;ec5-062-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:5e1b8353ad045f1e;Japanese;;sha256:0a37052f5dcb34fffef8621ba024e15f5429ad06dd2e768ab5f2510a8ebe0cbb;
15;2002-10-04;yes;https://bulbapedia.bulbagarden.net/wiki/Skyridge_%28TCG%29;Snorlax;EC5;062;Unlimited;base;;Mysterious Mountains;Common;;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Mysterious-Mountains/Snorlax-EC5062;ec5-062-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:5e1b8353ad045f1e;Japanese;;sha256:8f804d950ffd791153112e85ae30a591e26e2c26d3bf169da2559403ad3c166c;
16;2003-05-12;yes;;Snorlax;SK;100;—;base;;Skyridge;Common;Naoyo Kimura;non-holo, reverse-holo;confirmed, marketplace-claimed;3;X;;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Skyridge/Snorlax-SK100;sk-100-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, German, Italian;sha256:73f58f2ba8f55b56ef05f65d3d6b0dd0ec3432f26441d17b04303f1098c57683;Legacy scalar has no row-level source and is not a reviewed release event.
17;2004-04-09;yes;https://bulbapedia.bulbagarden.net/wiki/EX_FireRed_%26_LeafGreen_%28TCG%29;Snorlax;PCG1;074;1st Edition;base;;Flight of Legends;Holo Rare;;non-holo, holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Flight-of-Legends/Snorlax-PCG1074;pcg1-074-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:673b97a19abc42ab;Japanese;;sha256:f1b03658fe7b1a0cd3c7531e9f2a86b614496b73bfd22d0a94b57f9cf4b9f8b5;
18;2004-04-09;yes;https://bulbapedia.bulbagarden.net/wiki/EX_FireRed_%26_LeafGreen_%28TCG%29;Snorlax;PCG1;074;Unlimited;base;;Flight of Legends;Holo Rare;;non-holo, holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Flight-of-Legends/Snorlax-PCG1074;pcg1-074-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:673b97a19abc42ab;Japanese;;sha256:82644712f324a96961ce3cfa7d49b9126bca756b812857b022d90fd430d2342a;
19;2004-08-30;yes;https://bulbapedia.bulbagarden.net/wiki/EX_FireRed_%26_LeafGreen_%28TCG%29;Snorlax;FL;15;—;base;;EX FireRed & LeafGreen;Holo Rare;Kagemaru Himeno;holo, reverse-holo;confirmed, marketplace-claimed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/EX-FireRed-LeafGreen/Snorlax-FL15;fl-15-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:448bf13e4ffe086b;English;French, German, Italian;sha256:0b766747a376136e39afce40fcee4205a8a9579cd99c057c98fd411ff88f4006;The scalar is not copied onto languages outside the source event scope.
20;2004-10-15;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Team_Rocket_Returns_%28TCG%29;Rocket's Snorlax ex;PCG3;062;1st Edition;base;;Rocket Gang Strikes Back;Ultra Rare;;non-holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rocket-Gang-Strikes-Back/Rockets-Snorlax-ex-PCG3062;pcg3-062-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:da61d94ccfb0c46b;Japanese;;sha256:fa5718326322ae51c00839417e39278e696a409f4d99feef669a169653cefeda;
21;2004-10-15;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Team_Rocket_Returns_%28TCG%29;Rocket's Snorlax ex;PCG3;062;Unlimited;base;;Rocket Gang Strikes Back;Ultra Rare;;non-holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rocket-Gang-Strikes-Back/Rockets-Snorlax-ex-PCG3062;pcg3-062-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:da61d94ccfb0c46b;Japanese;;sha256:e7ceed0268ead231b594bd9081c4038b4b20421167cda2a9e697300f7cfa37dc;
22;2004-11-08;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Team_Rocket_Returns_%28TCG%29;Rocket's Snorlax ex;TRR;104;—;base;;EX Team Rocket Returns;Ultra Rare;Mitsuhiro Arita;holo;confirmed, pending;2;X;;;;;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/EX-Team-Rocket-Returns/Rockets-Snorlax-ex-TRR104;trr-104-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:c458c936b21dd059;English;Portuguese;sha256:ba893cc6cf93a8c248e1fbd045bd41ef9010b00e8e44ff31eb98abaed9df08c7;The scalar is not copied onto languages outside the source event scope.
23;2006-06-29;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Dragon_Frontiers_%28TCG%29;Snorlax δ Delta Species;PCG9;001;1st Edition;base;;Offense and Defense of the Furthest Ends;Holo Rare;;holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Offense-and-Defense-of-the-Furthest-Ends/Snorlax-Delta-Species-PCG9001;pcg9-001-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:febec0e0517d34e1;Japanese;;sha256:7dfeb535fd819cbb1d945694b3e27f86582b695d93cfb51b0947c9996f93018e;
24;2006-06-29;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Dragon_Frontiers_%28TCG%29;Snorlax δ Delta Species;PCG9;001;Unlimited;base;;Offense and Defense of the Furthest Ends;Holo Rare;;holo;confirmed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Offense-and-Defense-of-the-Furthest-Ends/Snorlax-Delta-Species-PCG9001;pcg9-001-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:febec0e0517d34e1;Japanese;;sha256:2f7c729dd2757b13ba72bb71cb36b0c1fb6466905a8ec07b50ea3f055a5e3bfb;
25;2006-11-08;yes;https://bulbapedia.bulbagarden.net/wiki/EX_Dragon_Frontiers_%28TCG%29;Snorlax δ Delta Species;DF;10;—;base;;EX Dragon Frontiers;Holo Rare;Masakazu Fukuda;holo, reverse-holo;confirmed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/EX-Dragon-Frontiers/Snorlax-Delta-Species-DF10;df-10-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:6f24551276f6bd21;English;French, German, Italian;sha256:efaece46cb418f13265a23b2b98a422156f63ae7c10558c704ebc31a3f01814d;The scalar is not copied onto languages outside the source event scope.
26;2006-11-30;yes;https://bulbapedia.bulbagarden.net/wiki/Diamond_%26_Pearl_%28TCG%29;Snorlax Lv.35;DP1;;1st Edition;base;;Space-Time Creation;Uncommon;Ken Sugimori;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Space-Time-Creation/Snorlax-Lv35-DP1;dp1-nonumber-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:071747946af7720c;Japanese;;sha256:b1732906476d5f0bd9197168f606f7c5ce428e297c5afbaa9d834d93801188a8;
27;2006-11-30;yes;https://bulbapedia.bulbagarden.net/wiki/Diamond_%26_Pearl_%28TCG%29;Snorlax Lv.35;DP1;;Unlimited;base;;Space-Time Creation;Uncommon;Ken Sugimori;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Space-Time-Creation/Snorlax-Lv35-DP1;dp1-nonumber-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:071747946af7720c;Japanese;;sha256:1ccc9555ea54b487db8f5ea064aa1b87a5b0bb8d04a6a656a7d76ef3ac2abeb3;
28;2007-05-23;yes;https://bulbapedia.bulbagarden.net/wiki/Diamond_%26_Pearl_%28TCG%29;Snorlax Lv.35;DP;37;—;base;;Diamond & Pearl;Rare;Ken Sugimori;non-holo, reverse-holo;confirmed, marketplace-claimed;7;X;X;X;X;X;X;;X;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Diamond-Pearl/Snorlax-Lv35-DP37;dp-37-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:550fb7dee7e1c10c;English;French, German, Italian, Spanish, Portuguese, Polish;sha256:d2cf051f38d710734e010059f76be775604e24b92c2040b2b81dc06498df7a5a;The scalar is not copied onto languages outside the source event scope.
29;2008-10;yes;;Snorlax Lv.37;DP-P;126;—;base;;DP Promos;Promo;Kagemaru Himeno;;pending;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/DP-Promos/Snorlax-Lv37;dpp-126-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:d6cf07c844196a1fb6db0c8fce0912c74ba7852a8a0a427967f66ff2a605ff35;Legacy scalar has no row-level source and is not a reviewed release event.
30;2008-12;yes;;Snorlax Lv.X;DP-P;127;—;base;;DP Promos;Promo;Shizurow;;pending;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/DP-Promos/Snorlax-LvX;dpp-127-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean;sha256:cdcacdc55e6404ed053ae1d4dd2aeef4715b81666b7a6bb26de51d5f48628875;Legacy scalar has no row-level source and is not a reviewed release event.
31;2008-12-26;yes;https://bulbapedia.bulbagarden.net/wiki/Rising_Rivals_%28TCG%29;Snorlax Lv.40;Pt2;070;1st Edition;base;;Bonds to the End of Time;Common;Kouki Saitou;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Bonds-to-the-End-of-Time/Snorlax-Lv40-Pt2070;pt2-070-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:14f22991f3d5476c;Japanese;;sha256:f3107935b3fd55dfc5d0b57aef82a9eab0490a7892f6800efc8ef7dbca766148;
32;2008-12-26;yes;https://bulbapedia.bulbagarden.net/wiki/Rising_Rivals_%28TCG%29;Snorlax Lv.40;Pt2;070;Unlimited;base;;Bonds to the End of Time;Common;Kouki Saitou;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Bonds-to-the-End-of-Time/Snorlax-Lv40-Pt2070;pt2-070-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:14f22991f3d5476c;Japanese;;sha256:727d1604452f4df294895cc37b210160b4b462daea4fb0a3172afc9b75918bf9;
33;2009-05-16;yes;;Snorlax LV.X;RR;111;—;base;;Rising Rivals;Ultra Rare;Shizurow;holo, reverse-holo;confirmed, marketplace-claimed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rising-Rivals/Snorlax-LVX-RR111;rr-111-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:f562ed6aab765bfa65854d2a21377df2ab0b004f7fc0917ef4f7d1997720d4be;Legacy scalar has no row-level source and is not a reviewed release event.
34;2009-05-16;yes;;Snorlax Lv.37;RR;33;—;V1;;Rising Rivals;Rare;Kagemaru Himeno;non-holo, reverse-holo;confirmed, marketplace-claimed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rising-Rivals/Snorlax-Lv37-V1-RR33;rr-33-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:dbc91d0038ec15e3266b1744e0c98338fc3dfff274138b75c16537e481a89769;Legacy scalar has no row-level source and is not a reviewed release event.
35;2009-05-16;yes;;Snorlax Lv.37;RR;33;—;V2;;Rising Rivals;Promo;Kagemaru Himeno;holo;confirmed, pending;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rising-Rivals/Snorlax-Lv37-V2-RR33;rr-33-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:1debbf9b6a7f9a89d277c90e9dfed6b2138e73a145b0dffdfe1949428fe6d736;Legacy scalar has no row-level source and is not a reviewed release event.
36;2009-05-16;yes;;Snorlax Lv.40;RR;81;—;base;;Rising Rivals;Common;Kouki Saitou;non-holo, reverse-holo;confirmed, marketplace-claimed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Rising-Rivals/Snorlax-Lv40-RR81;rr-81-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:3f8ed5d6b80dea86e10aee66283c34549c587c6916ecf1e2815d9e555416969b;Legacy scalar has no row-level source and is not a reviewed release event.
37;2010-04-16;yes;https://bulbapedia.bulbagarden.net/wiki/Lost_Link_%28TCG%29;Snorlax;LL;028;Unlimited;base;;Lost Link;Holo Rare;Kent Kanetsuna;holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Link/Snorlax-LL028;ll-028-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:da68f4608a2dd1a6;Japanese;;sha256:c96109dfe731a5f9acba4ad1528c3d1349472bbc10c402f1e2aeefe167ab1810;
38;2011-02-09;yes;;Snorlax;CL;33;—;V1;;Call of Legends;Rare;Kent Kanetsuna;non-holo, reverse-holo;confirmed, marketplace-claimed;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Call-of-Legends/Snorlax-V1-CL33;cl-33-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:0da5fa16b8fdcf6ec7c56784955017e3743ddbeb74bdf8316d6958775e4e76af;Legacy scalar has no row-level source and is not a reviewed release event.
39;2011-02-09;yes;;Snorlax;CL;33;—;V2;;Call of Legends;Promo;Kent Kanetsuna;holo;confirmed, pending;4;X;X;X;X;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Call-of-Legends/Snorlax-V2-CL000;cl-33-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian;sha256:cc390cf6175181628da99cea207a6dc5e32be38d70eb7970810080c348e88959;Legacy scalar has no row-level source and is not a reviewed release event.
40;2012-04-20;yes;https://bulbapedia.bulbagarden.net/wiki/National_Beginning_Set_%28TCG%29;Snorlax;HSZ;027;—;base;;National Pokédex Beginning Set;Fixed;Ken Sugimori;;pending;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/National-Pokedex-Beginning-Set/Snorlax;hsz-027-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:67106ec4428215b4;Japanese;;sha256:4389ac9b549b5c6a97ae275d4f20fa0b69ac78637f942e3804a44a6baf1844e8;
41;2012-09-14;yes;https://bulbapedia.bulbagarden.net/wiki/Plasma_Storm_%28TCG%29;Snorlax;BW7;055;1st Edition;base;;Plasma Gale;Uncommon;5ban Graphics;non-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Plasma-Gale/Snorlax-BW7055;bw7-055-base-1e;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:dd719b23580b25cb;Japanese;;sha256:75aabdcdb58ac5b9a5824f53e10a8f5371a7a5724b69ac344c11944853d2b3dd;
42;2012-09-14;yes;https://bulbapedia.bulbagarden.net/wiki/Plasma_Storm_%28TCG%29;Snorlax;BW7;055;Unlimited;base;;Plasma Gale;Uncommon;5ban Graphics;non-holo;marketplace-claimed;2;;;;;;;;;;X;X;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Plasma-Gale/Snorlax-BW7055;bw7-055-base-unl;legacy-set-reconciliation-v1;203;0;0;0;0;explicitly-split;needs-evidence;newly-sourced;EVENT:dd719b23580b25cb;Japanese;Korean;sha256:9947c9c111c6343433521f72df8ff00db57bf7ccfe188f32b684c9a3e392d36e;The scalar is not copied onto languages outside the source event scope.
43;2012-11-07;yes;;Snorlax;BCR;109;—;base;;Boundaries Crossed;Uncommon;Ken Sugimori;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Boundaries-Crossed/Snorlax-BCR109;bcr-109-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:4e91fbc3a8940de16a2c51d139a954d987e7638c7a693abb41067806f4e832c9;Legacy scalar has no row-level source and is not a reviewed release event.
44;2013-02;yes;;Snorlax;BW-P;207;—;base;;BW Promos;Promo;5ban Graphics;reverse-holo;marketplace-claimed;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/BW-Promos/Snorlax-BW-P207;bwp-207-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:c8d950db3c56c82000b38d67109255f6eed4024f503b9715b145ab79f5cc2439;Legacy scalar has no row-level source and is not a reviewed release event.
45;2013-02-06;yes;;Snorlax;PLS;101;—;base;;Plasma Storm;Rare;5ban Graphics;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Plasma-Storm/Snorlax-PLS101;pls-101-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:4894e925a102e79bfdc8799e7d32aee6db57795482d0f7bac493f9252cbccad0;Legacy scalar has no row-level source and is not a reviewed release event.
