#;Release;Date exact;Release source;Card;Set code;Number;Edition;Variant;Variant name;Set / expansion;Rarity;Artist;Known finishes;Finish evidence;Langs;EN;FR;DE;IT;ES;PT;NL;PL;RU;JA;KO;ZH-T;ZH-S;ID;TH;Cardmarket URL;Row ID;Coverage version;Coverage denominator;Row count delta;Dropped language relationships;Legacy scalar dates overwritten;Unsourced presented as reviewed exact;Migration disposition;Terminal state;Date provenance disposition;Release event IDs;Supported date languages;Needs-evidence date languages;Legacy row SHA-256;Reconciliation warning
91;2020-09-18;yes;;Snorlax;s4;84;—;base;;Shocking Volt Tackle;Rare;Atsuko Nishida;non-holo, reverse-holo;confirmed, marketplace-claimed;4;;;;;;;;;;X;X;X;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shocking-Volt-Tackle/Snorlax-s484;s4-84-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, S-Chinese;sha256:6bcd8680583a0820e27984b55d89a9ea9a9c46687580b7c26ac2fc7186fc8c91;Legacy scalar has no row-level source and is not a reviewed release event.
92;~2020;approx;;Snorlax;SWSH;068;—;base;;SWSH Black Star Promos;Promo;Narumi Sato;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Snorlax-SWSH068;swsh-068-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:52de6a1479825707059396841f4863648468dec47682e115d1ff5c4257fc87ff;Legacy scalar has no row-level source and is not a reviewed release event.
93;2020-11-13;yes;;Snorlax;VIV;131;—;V1;;Vivid Voltage;Holo Rare;Atsuko Nishida;holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Vivid-Voltage/Snorlax-V1-VIV131;viv-131-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:d2482227f0ded8fa6bc9dcf04fb2494d6ddef72e587ec1b5f8346e162f6991d9;Legacy scalar has no row-level source and is not a reviewed release event.
94;2020-11-13;yes;;Snorlax;VIV;131;—;V2;;Vivid Voltage;Promo;Atsuko Nishida;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Vivid-Voltage/Snorlax-V2-VIV131;viv-131-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:590d7fbc37232150718fc6c8bfc48d9ad75824c1b8761b66256e7434c2d626e4;Legacy scalar has no row-level source and is not a reviewed release event.
95;2021-01-21;yes;;Snorlax;S-P;156;—;base;;Sword & Shield Promos;Promo;Yuya Oka;;pending;1;;;;;;;;;;X;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield-Promos/Snorlax-S-P156;sp-156-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese;sha256:0aaa278856e23abeae28b2f5843449e67aa2778829aa7d6e8b0a848815e725a1;Legacy scalar has no row-level source and is not a reviewed release event.
96;2021-03-19;yes;;Snorlax;s5a;93;—;base;;Matchless Fighters;Secret Rare;;reverse-holo;marketplace-claimed;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Matchless-Fighter/Snorlax-s5a93;s5a-93-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:9c386b5203f687111a06f780bcb7216a541ecd79afd38041de14950e8b6c634c;Legacy scalar has no row-level source and is not a reviewed release event.
97;2021-06-18;yes;;Snorlax;CRE;224;—;base;;Chilling Reign;Secret Rare;Saki Hayashiro;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Chilling-Reign/Snorlax;cre-224-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:4941388906ebdaba1f3916a8ec99fd94e6a8fd5e0d87518b24098ac623a60171;Legacy scalar has no row-level source and is not a reviewed release event.
98;~2021;approx;;Snorlax;SWSH;119;—;base;;SWSH Black Star Promos;Promo;Yuya Oka;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Snorlax-V3;swsh-119-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:93f1e7ba67b445e7eb96ae357416b297293fa8b44b919b73784a83b4dd971776;Legacy scalar has no row-level source and is not a reviewed release event.
99;2021-07-09;yes;;Snorlax;sH;038;—;base;;Sword & Shield Family Pokémon Card Game;Fixed;Oswaldo KATO;non-holo;confirmed, pending;4;;;;;;;;;;X;X;X;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield-Family-Pokemon-Card-Game/Snorlax;sh-038-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, S-Chinese;sha256:d9401129a26d38cebfff0574d060cda6d7dca120961e1dd0949a87d8751d720a;Legacy scalar has no row-level source and is not a reviewed release event.
100;~2021;approx;;Snorlax;PKMTCH S-P;S-P 145;—;base;;Traditional Chinese Products;Promo;;;pending;1;;;;;;;;;;;;X;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Traditional-Chinese-Products/Snorlax-PKMTCHS-P-145;pkmtchsp-sp145-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;T-Chinese;sha256:8a3c16d6614d98a7d67e684731d2331c97af152985444eb02024e966236e1375;Legacy scalar has no row-level source and is not a reviewed release event.
101;2021-11-12;yes;;Snorlax;FST;206;—;base;;Fusion Strike;Common;Oswaldo KATO;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Fusion-Strike/Snorlax;fst-206-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:cab77f1518e25b8b9209569fecc39ab5f1d4a6c9db83cd3aa531edaa29afab80;Legacy scalar has no row-level source and is not a reviewed release event.
102;2021-12-03;yes;;Snorlax;s8b;126;—;base;;VMAX Climax;Fixed;Narumi Sato;non-holo, reverse-holo;confirmed, marketplace-claimed;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/VMAX-Climax/Snorlax;s8b-126-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:3582a46ccd7e30bb31efcfda70b4bc4a3528de19fa86bb0990b927fedd683d6e;Legacy scalar has no row-level source and is not a reviewed release event.
103;2021-12-17;yes;;Snorlax;sI100;341;—;V1;;Start Deck 100;Fixed;Oswaldo KATO;reverse-holo;marketplace-claimed;4;;;;;;;;;;X;X;X;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Start-Deck-100/Snorlax-V1-sI100341;si100-341-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, S-Chinese;sha256:c708efd3ed4f9dd94dad20f942e14cdfc338835d077b9e914cc3cc69d768471e;Legacy scalar has no row-level source and is not a reviewed release event.
104;2021-12-17;yes;;Snorlax;sI100;342;—;V2;;Start Deck 100;Fixed;Asako Ito;reverse-holo;marketplace-claimed;4;;;;;;;;;;X;X;X;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Start-Deck-100/Snorlax-V2-sI100342;si100-342-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, S-Chinese;sha256:7224fd03834f9793c84862ecc35268d25519788e5a2fe901a6c9dec3fde36240;Legacy scalar has no row-level source and is not a reviewed release event.
105;2022-03;yes;;Snorlax;sN;008;—;base;;Start Deck 100 CoroCoro Comic Version;Fixed;Oswaldo KATO;non-holo;confirmed, pending;3;;;;;;;;;;X;X;X;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Start-Deck-100-CoroCoro-Comic-Version/Snorlax-sN008;sn-008-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese;sha256:59e26aeec165e58fcdf798313483a965cd2b37212c3b233a110b1d41f5c72c88;Legacy scalar has no row-level source and is not a reviewed release event.
106;2022-05-13;yes;;Snorlax;s10a;058;—;V1;;Dark Phantasma;Rare;0313;non-holo, reverse-holo;confirmed, marketplace-claimed;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dark-Phantasma/Snorlax-V1-s10a058;s10a-058-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:3d65c327ed2e1efa84e7e276eaafe447d2aa9c9089b95c5c990b7a7a636649a0;Legacy scalar has no row-level source and is not a reviewed release event.
107;2022-05-13;yes;;Snorlax;s10a;077;—;V2;;Dark Phantasma;Character Rare;Kouki Saitou;;pending;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dark-Phantasma/Snorlax-V2-s10a077;s10a-077-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:311395cdfba8158413e05edd77a7d79477039ea12bb7c3902d58f300a9115298;Legacy scalar has no row-level source and is not a reviewed release event.
108;2022-06-17;yes;;Snorlax;s10b;056;—;base;;Pokémon GO Enhanced Expansion Pack;Rare;N-DESIGN Inc.;non-holo;confirmed, marketplace-claimed;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-GO-Enhanced-Expansion-Pack/Snorlax-s10b056;s10b-056-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:ef3d09f39c263e4962533f86127cfc57dc9b07f45e47768f6ec041dcf541247b;Legacy scalar has no row-level source and is not a reviewed release event.
109;2022-07-01;yes;;Snorlax;PGO;055;—;V1;;Pokémon GO;Holo Rare;N-DESIGN Inc.;holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-GO/Snorlax-V1-PGO055;pgo-055-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:c537138bb238d383a6db4ee8c81a4840eb7fb17fd2397fea4b8017729ba32a1b;Legacy scalar has no row-level source and is not a reviewed release event.
110;2022-07-01;yes;;Snorlax;PGO;055;—;V2;;Pokémon GO;Promo;N-DESIGN Inc.;holo;confirmed, pending;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-GO/Snorlax-V2-PGO055;pgo-055-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:d67270c5ee39eea53f3072c40fdec520555b44d2953fd83278c04d3ceb99631a;Legacy scalar has no row-level source and is not a reviewed release event.
111;2022-09-09;yes;;Snorlax;LOR;143;—;V1;;Lost Origin;Holo Rare;0313;holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Snorlax-V1-LOR143;lor-143-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:687f2362c84fd1f37c9ce5cdc6c14477b679d661183ce48d765cbb00ca77dd1d;Legacy scalar has no row-level source and is not a reviewed release event.
112;2022-09-09;yes;;Snorlax;LOR;TG10;—;base;;Lost Origin;Illustration Rare;Kouki Saitou;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Snorlax-LORTG10;lor-tg10-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:6b4a521a96c87e786bfa10a8c676d87442ad6a2ec86eb64c2a7c1d7d2ad5d569;Legacy scalar has no row-level source and is not a reviewed release event.
113;2022-10-28;yes;https://bulbapedia.bulbagarden.net/wiki/Storming_Emergence_%28ATCG%29;Snorlax GX;CSM1cC;102;—;base;;Storming Emergence - Abundant;Double Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Storming-Emergence-Abundant/Snorlax-GX-CSM1cC102;csm1cc-102-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:4024b51b7d4f7e32;S-Chinese;;sha256:0cd3eafa05b73b056bdceac5f5be1da85f10163d71190c6e09c179f1fd25d99a;
114;2022-11-09;yes;;Snorlax;PPS1 VIV;VIV 131;—;V1;;Play! Pokémon Prize Pack Series One;Prize Pack Series;Atsuko Nishida;non-holo;confirmed, pending;5;X;X;X;X;X;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Play-Pokemon-Prize-Pack-Series-One/Snorlax-V1-PPS1VIV-131;pps1viv-viv131-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish;sha256:42771373d3d0345c715436bf4b65e2fec299a3a93cb7fd3c79079cd9d59f60f4;Legacy scalar has no row-level source and is not a reviewed release event.
115;2022-11-09;yes;;Snorlax;PPS1 VIV;VIV 131;—;V2;;Play! Pokémon Prize Pack Series One;Prize Pack Series;Atsuko Nishida;holo;confirmed, pending;5;X;X;X;X;X;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Play-Pokemon-Prize-Pack-Series-One/Snorlax-V2-PPS1VIV-131;pps1viv-viv131-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish;sha256:dc6d257ebdb289640ee9d974d4f2ff36c0f2e032302770a06fb02e49929bb014;Legacy scalar has no row-level source and is not a reviewed release event.
116;~2023;approx;;Snorlax;SVP;051;—;V1;;SV Black Star Promos;Promo;GOSSAN;holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SV-Black-Star-Promos/Snorlax-V1-SVP051;svp-051-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:602b2fd40eaf4a644b3867ee4e1478ae1b1f10c74c8c6b7236b0cec0478c53ef;Legacy scalar has no row-level source and is not a reviewed release event.
117;~2023;approx;;Snorlax;SVP;051;—;V2;;SV Black Star Promos;Promo;GOSSAN;holo;confirmed;1;X;;;;;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/SV-Black-Star-Promos/Snorlax-V2-SVP051;svp-051-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English;sha256:50f9123f929b9a26063448988f8087605d009170f487342dfad05304b3c1d7a5;Legacy scalar has no row-level source and is not a reviewed release event.
118;~2023;approx;;Snorlax;S-P/CS;061;—;base;;Sword & Shield Simplified Chinese Promos;Promo;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Sword-Shield-Simplified-Chinese-Promos/Snorlax-S-PCS061;spcs-061-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:d69fcc0bb1323e8695f29201c3e981d9ef1c61ca21dfd8d62e060a28bdf27205;Legacy scalar has no row-level source and is not a reviewed release event.
119;2023-01-18;yes;https://bulbapedia.bulbagarden.net/wiki/Shining_Synergy_%28ATCG%29;Eevee & Snorlax GX;CSM2cC;103;—;V1;;Shining Synergy - Summon;Double Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Synergy-Summon/Eevee-Snorlax-GX-V1-CSM2cC103;csm2cc-103-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:b9515691e4296f7a;S-Chinese;;sha256:2b63cf268f8025e1b0f755cb2f00e0c1a916d41e2097c85b654eb1c9f2cd1f7f;
120;2023-01-18;yes;https://bulbapedia.bulbagarden.net/wiki/Shining_Synergy_%28ATCG%29;Eevee & Snorlax GX;CSM2cC;170;—;V2;;Shining Synergy - Summon;Ultra Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Synergy-Summon/Eevee-Snorlax-GX-V2-CSM2cC170;csm2cc-170-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:b9515691e4296f7a;S-Chinese;;sha256:67636a5beb34657a20701babd6d9aa5d1b09408ddb679e730ab3471e7aa28fd0;
121;2023-01-18;yes;https://bulbapedia.bulbagarden.net/wiki/Shining_Synergy_%28ATCG%29;Eevee & Snorlax GX;CSM2cC;171;—;V3;;Shining Synergy - Summon;Special Illustration Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Synergy-Summon/Eevee-Snorlax-GX-V3-CSM2cC171;csm2cc-171-v3-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:b9515691e4296f7a;S-Chinese;;sha256:aaa7e219bad18f2f59e0e34e2ecf97ac4d724fb029d0c054ca93d7f29806e9cd;
122;2023-01-18;yes;https://bulbapedia.bulbagarden.net/wiki/Shining_Synergy_%28ATCG%29;Snorlax;CSM2bC;124;—;base;;Shining Synergy - Supreme;Rare;;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Synergy-Supreme/Snorlax-CSM2bC124;csm2bc-124-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:4bdc9ecfe6eec1b6;S-Chinese;;sha256:9f36f83dc4e9aa40df4981fe44a28b73af796e9d4575ae8b4bf1c7f7f84933f7;
123;2023-01-18;yes;https://bulbapedia.bulbagarden.net/wiki/Shining_Synergy_GX_Starter_Deck_%28ATCG%29;Snorlax;CSM2DC;213;—;base;;Shining Synergy GX Starter Deck;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Shining-Synergy-GX-Starter-Deck/Snorlax-CSM2DC213;csm2dc-213-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:f70fadc838e3383a;S-Chinese;;sha256:5ab7d3a559bbe8db55906d6af8aae662927e4bfff2f17a219377af64d0decce6;
124;2023-01-20;yes;;Snorlax;CRZ;109;—;base;;Crown Zenith;Rare;Asako Ito;non-holo, reverse-holo;confirmed;6;X;X;X;X;X;X;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Snorlax-CRZ109;crz-109-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish, Portuguese;sha256:39f15ced6c03449cd8dff64f75deccfadbc4e3960ea6bae01d5a6c4e644a9925;Legacy scalar has no row-level source and is not a reviewed release event.
125;2023-04-15;yes;https://bulbapedia.bulbagarden.net/wiki/Battle_Party_Set_%28ATCG%29;Snorlax;CSMPC;h009;—;base;;Battle Party Set;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Battle-Party-Set/Snorlax-CSMPCh009;csmpc-h009-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:b82edf43d1d9a5fc;S-Chinese;;sha256:c2ae723fa465e1075f741c63919d42b391c640608bb52184d9069f7d1f1d2571;
126;2023-05-19;yes;;Snorlax;CS1aC;110;—;base;;Dynamax Clash - Thunder;Uncommon;;non-holo, reverse-holo;marketplace-claimed;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Thunder/Snorlax-CS1aC110;cs1ac-110-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:d66bdc1ad5443c5f7141fda87aaa8a218f038576575bfcab93b1550634e7364f;Legacy scalar has no row-level source and is not a reviewed release event.
127;2023-05-19;yes;;Snorlax V;CS1aC;111;—;V1;;Dynamax Clash - Thunder;Double Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Thunder/Snorlax-V-V1-CS1aC111;cs1ac-111-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:f95fc3dc6da76582c06f117c34018551d4e685e7f7bc30a494713c1980bca8e8;Legacy scalar has no row-level source and is not a reviewed release event.
128;2023-05-19;yes;;Snorlax VMAX;CS1aC;112;—;V1;;Dynamax Clash - Thunder;Triple Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Thunder/Snorlax-VMAX-V1-CS1aC112;cs1ac-112-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:5b2b91bccfcdec46e90d8e9768e16b458c758ac8869e8908ddf2a3950246ade6;Legacy scalar has no row-level source and is not a reviewed release event.
129;2023-05-19;yes;;Snorlax V;CS1aC;188;—;V2;;Dynamax Clash - Thunder;Ultra Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Thunder/Snorlax-V-V2-CS1aC188;cs1ac-188-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:ae6d24f26b0e6776f68d945f1f63e236a27b471886ba7738a34b548111466172;Legacy scalar has no row-level source and is not a reviewed release event.
130;2023-05-19;yes;;Snorlax VMAX;CS1aC;207;—;V2;;Dynamax Clash - Thunder;Rainbow Rare;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Thunder/Snorlax-VMAX-V2-CS1aC207;cs1ac-207-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;S-Chinese;sha256:4e44de39882f37f0b3d8fe53c364cdb3f2c06291817f2c3c840aee6416a84d14;Legacy scalar has no row-level source and is not a reviewed release event.
131;2023-05-19;yes;https://bulbapedia.bulbagarden.net/wiki/Dynamax_Clash_Deck_Building_Gift_Box_%28ATCG%29;Snorlax V;CSAC;009;—;base;;Dynamax Clash Deck Building Box;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-Deck-Building-Box/Snorlax-V-CSAC009;csac-009-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:ea79602071d83181;S-Chinese;;sha256:a60b23d74cb964cf6527904c3dc483e97bf916ca7e00d81480ff848f3b1bdf78;
132;2023-05-19;yes;https://bulbapedia.bulbagarden.net/wiki/Dynamax_Clash_V_Starter_Deck_%28ATCG%29;Snorlax;CS1DC;152;—;base;;Dynamax Clash V Starter Deck;Fixed;;;pending;1;;;;;;;;;;;;;X;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Dynamax-Clash-V-Starter-Deck/Snorlax-CS1DC152;cs1dc-152-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;lossless-projected;complete;newly-sourced;EVENT:bf752a52656ac329;S-Chinese;;sha256:28550e5b9466d6885348a80e368dcb0413577d33953d8d2f51d79e098584a709;
133;~2023;approx;;Snorlax;PPS3 LOR;LOR 143;—;base;;Play! Pokémon Prize Pack Series Three;Prize Pack Series;0313;non-holo;confirmed, pending;5;X;X;X;X;X;;;;;;;;;;;https://www.cardmarket.com/en/Pokemon/Products/Singles/Play-Pokemon-Prize-Pack-Series-Three/Snorlax-PPS3LOR-143;pps3lor-lor143-base-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;English, French, German, Italian, Spanish;sha256:c9986e355ae70db9f9d49e489f16b91457b04c2cef9b3bcc089e61803e96b270;Legacy scalar has no row-level source and is not a reviewed release event.
134;2023-06-16;yes;;Snorlax;sv2a;143;—;V1;;Pokémon Card 151;Uncommon;;non-holo;confirmed, marketplace-claimed;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-Card-151/Snorlax-V1-sv2a143;sv2a-143-v1-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:47eb85d43d1ccb9eadefe9f41c85560d6d05d42ece4e6abd35ed7e7133a210f7;Legacy scalar has no row-level source and is not a reviewed release event.
135;2023-06-16;yes;;Snorlax;sv2a;181;—;V2;;Pokémon Card 151;Illustration Rare;;non-holo;confirmed, pending;5;;;;;;;;;;X;X;X;;X;X;https://www.cardmarket.com/en/Pokemon/Products/Singles/Pokemon-Card-151/Snorlax-V2-sv2a181;sv2a-181-v2-none;legacy-set-reconciliation-v1;203;0;0;0;0;needs-evidence;needs-evidence;inherited-legacy-estimate-with-warning;;;Japanese, Korean, T-Chinese, Indonesian, Thai;sha256:f7d8803c9d243ed2869dc8090567579f3e7b6ac3d057643913d16a1d89ce9e08;Legacy scalar has no row-level source and is not a reviewed release event.
